ID,Name,Concepticon_ID,Concepticon_Gloss
1_101,10^1,1515,TEN
2_102,10^2,1634,HUNDRED
3_103,10^3,1843,THOUSAND
4_104,10^4,2078,TEN THOUSAND
5_105,10^5,3532,ONE HUNDRED THOUSAND
6_106,10^6,3533,ONE MILLION
7_107,10^7,3597,TEN MILLION
8_108,10^8,3598,ONE HUNDRED MILLION
9_109,10^9,3599,BILLION
10_1010,10^10,3600,TEN BILLION
